"value_n","timestamp","key"
33.99281,2020-04-08 14:53:34,HouseAir_5Min_KMAnamoly
31.70379,2020-04-08 14:53:34,HouseAir_5Min_KMAnamoly
45.1958,2020-04-08 14:53:35,HouseAir_5Min_KMAnamoly
44.427883,2020-04-08 14:53:35,HouseAir_5Min_KMAnamoly
46.53379,2020-04-08 14:53:36,HouseAir_5Min_KMAnamoly
47.477833,2020-04-08 14:53:37,HouseAir_5Min_KMAnamoly
48.165127,2020-04-08 14:53:38,HouseAir_5Min_KMAnamoly
34.066425,2020-04-08 14:53:38,HouseAir_5Min_KMAnamoly
37.355415,2020-04-08 14:53:38,HouseAir_5Min_KMAnamoly
21.386261,2020-04-08 14:53:39,HouseAir_5Min_KMAnamoly
27.235527,2020-04-08 14:53:39,HouseAir_5Min_KMAnamoly
23.819511,2020-04-08 14:53:40,HouseAir_5Min_KMAnamoly
34.56789,2020-04-08 14:53:41,HouseAir_5Min_KMAnamoly
43.012283,2020-04-08 14:53:42,HouseAir_5Min_KMAnamoly
35.08162,2020-04-08 14:53:42,HouseAir_5Min_KMAnamoly
24.624176,2020-04-08 14:53:42,HouseAir_5Min_KMAnamoly
30.356514,2020-04-08 14:53:44,HouseAir_5Min_KMAnamoly
23.300234,2020-04-08 14:53:44,HouseAir_5Min_KMAnamoly
41.182503,2020-04-08 14:53:44,HouseAir_5Min_KMAnamoly
50.17757,2020-04-08 14:53:45,HouseAir_5Min_KMAnamoly
25.319178,2020-04-08 14:53:45,HouseAir_5Min_KMAnamoly
41.85199,2020-04-08 14:53:46,HouseAir_5Min_KMAnamoly
35.224827,2020-04-08 14:53:48,HouseAir_5Min_KMAnamoly
45.286346,2020-04-08 14:53:48,HouseAir_5Min_KMAnamoly
24.897818,2020-04-08 14:53:48,HouseAir_5Min_KMAnamoly
31.203142,2020-04-08 14:53:49,HouseAir_5Min_KMAnamoly
34.01053,2020-04-08 14:53:52,HouseAir_5Min_KMAnamoly
37.235073,2020-04-08 14:53:56,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:52:22,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:53:06,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:54:06,HouseAir_5Min_KMAnamoly
42.644672,2020-04-08 14:54:18,HouseAir_5Min_KMAnamoly
31.016397,2020-04-08 14:54:19,HouseAir_5Min_KMAnamoly
12.49454,2020-04-08 14:54:21,HouseAir_5Min_KMAnamoly
13.386064,2020-04-08 14:54:25,HouseAir_5Min_KMAnamoly
16.477716,2020-04-08 14:54:25,HouseAir_5Min_KMAnamoly
21.097654,2020-04-08 14:54:25,HouseAir_5Min_KMAnamoly
5.99698,2020-04-08 14:54:29,HouseAir_5Min_KMAnamoly
22.514326,2020-04-08 14:54:29,HouseAir_5Min_KMAnamoly
19.90325,2020-04-08 14:54:30,HouseAir_5Min_KMAnamoly
21.558437,2020-04-08 14:54:31,HouseAir_5Min_KMAnamoly
20.485952,2020-04-08 14:54:31,HouseAir_5Min_KMAnamoly
22.478556,2020-04-08 14:54:32,HouseAir_5Min_KMAnamoly
21.090925,2020-04-08 14:54:35,HouseAir_5Min_KMAnamoly
18.600245,2020-04-08 14:54:35,HouseAir_5Min_KMAnamoly
23.224743,2020-04-08 14:54:35,HouseAir_5Min_KMAnamoly
19.28739,2020-04-08 14:54:36,HouseAir_5Min_KMAnamoly
17.651865,2020-04-08 14:54:36,HouseAir_5Min_KMAnamoly
17.80476,2020-04-08 14:54:36,HouseAir_5Min_KMAnamoly
18.640203,2020-04-08 14:54:38,HouseAir_5Min_KMAnamoly
16.384937,2020-04-08 14:54:38,HouseAir_5Min_KMAnamoly
25.716167,2020-04-08 14:54:38,HouseAir_5Min_KMAnamoly
25.10603,2020-04-08 14:54:39,HouseAir_5Min_KMAnamoly
44.330585,2020-04-08 14:54:47,HouseAir_5Min_KMAnamoly
52.674923,2020-04-08 14:54:49,HouseAir_5Min_KMAnamoly
22.246126,2020-04-08 14:54:50,HouseAir_5Min_KMAnamoly
39.615543,2020-04-08 14:55:14,HouseAir_5Min_KMAnamoly
24.051517,2020-04-08 14:55:14,HouseAir_5Min_KMAnamoly
28.630157,2020-04-08 14:55:15,HouseAir_5Min_KMAnamoly
23.397644,2020-04-08 14:55:17,HouseAir_5Min_KMAnamoly
22.507048,2020-04-08 14:55:17,HouseAir_5Min_KMAnamoly
20.254732,2020-04-08 14:55:17,HouseAir_5Min_KMAnamoly
16.674688,2020-04-08 14:55:19,HouseAir_5Min_KMAnamoly
18.513638,2020-04-08 14:55:19,HouseAir_5Min_KMAnamoly
10.258878,2020-04-08 14:55:19,HouseAir_5Min_KMAnamoly
21.25911,2020-04-08 14:55:30,HouseAir_5Min_KMAnamoly
19.644312,2020-04-08 14:55:31,HouseAir_5Min_KMAnamoly
13.411444,2020-04-08 14:55:32,HouseAir_5Min_KMAnamoly
19.68762,2020-04-08 14:55:32,HouseAir_5Min_KMAnamoly
13.186195,2020-04-08 14:55:34,HouseAir_5Min_KMAnamoly
16.85155,2020-04-08 14:55:34,HouseAir_5Min_KMAnamoly
22.702364,2020-04-08 14:55:35,HouseAir_5Min_KMAnamoly
16.226822,2020-04-08 14:55:35,HouseAir_5Min_KMAnamoly
17.371185,2020-04-08 14:55:36,HouseAir_5Min_KMAnamoly
21.743889,2020-04-08 14:55:37,HouseAir_5Min_KMAnamoly
12.702109,2020-04-08 14:55:38,HouseAir_5Min_KMAnamoly
21.572153,2020-04-08 14:55:39,HouseAir_5Min_KMAnamoly
28.575693,2020-04-08 14:55:40,HouseAir_5Min_KMAnamoly
23.622084,2020-04-08 14:55:40,HouseAir_5Min_KMAnamoly
19.815325,2020-04-08 14:55:40,HouseAir_5Min_KMAnamoly
20.89494,2020-04-08 14:55:42,HouseAir_5Min_KMAnamoly
29.215115,2020-04-08 14:55:44,HouseAir_5Min_KMAnamoly
56.214054,2020-04-08 14:55:46,HouseAir_5Min_KMAnamoly
91.804375,2020-04-08 14:55:46,HouseAir_5Min_KMAnamoly
22.202763,2020-04-08 14:55:48,HouseAir_5Min_KMAnamoly
20.897188,2020-04-08 14:56:19,HouseAir_5Min_KMAnamoly
35.439476,2020-04-08 14:56:24,HouseAir_5Min_KMAnamoly
24.206417,2020-04-08 14:56:24,HouseAir_5Min_KMAnamoly
15.453894,2020-04-08 14:56:25,HouseAir_5Min_KMAnamoly
12.250457,2020-04-08 14:56:25,HouseAir_5Min_KMAnamoly
32.409454,2020-04-08 14:56:29,HouseAir_5Min_KMAnamoly
27.808966,2020-04-08 14:56:30,HouseAir_5Min_KMAnamoly
30.985725,2020-04-08 14:56:30,HouseAir_5Min_KMAnamoly
25.58245,2020-04-08 14:56:31,HouseAir_5Min_KMAnamoly
31.125862,2020-04-08 14:56:31,HouseAir_5Min_KMAnamoly
20.160482,2020-04-08 14:56:32,HouseAir_5Min_KMAnamoly
29.427896,2020-04-08 14:56:32,HouseAir_5Min_KMAnamoly
26.43764,2020-04-08 14:56:32,HouseAir_5Min_KMAnamoly
40.05662,2020-04-08 14:56:32,HouseAir_5Min_KMAnamoly
32.70206,2020-04-08 14:56:33,HouseAir_5Min_KMAnamoly
27.76021,2020-04-08 14:56:33,HouseAir_5Min_KMAnamoly
26.620409,2020-04-08 14:56:33,HouseAir_5Min_KMAnamoly
15.614478,2020-04-08 14:56:33,HouseAir_5Min_KMAnamoly
23.349201,2020-04-08 14:56:34,HouseAir_5Min_KMAnamoly
54.676243,2020-04-08 14:56:34,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:55:06,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:56:06,HouseAir_5Min_KMAnamoly
694.6225,2020-04-08 14:56:46,HouseAir_5Min_KMAnamoly
235.02266,2020-04-08 14:57:14,HouseAir_5Min_KMAnamoly
6.3707514,2020-04-08 14:57:14,HouseAir_5Min_KMAnamoly
16.24279,2020-04-08 14:57:15,HouseAir_5Min_KMAnamoly
14.471942,2020-04-08 14:57:15,HouseAir_5Min_KMAnamoly
16.859678,2020-04-08 14:57:15,HouseAir_5Min_KMAnamoly
11.463866,2020-04-08 14:57:16,HouseAir_5Min_KMAnamoly
12.412337,2020-04-08 14:57:16,HouseAir_5Min_KMAnamoly
14.127406,2020-04-08 14:57:16,HouseAir_5Min_KMAnamoly
15.026829,2020-04-08 14:57:17,HouseAir_5Min_KMAnamoly
20.917284,2020-04-08 14:57:29,HouseAir_5Min_KMAnamoly
12.067482,2020-04-08 14:57:29,HouseAir_5Min_KMAnamoly
8.80954,2020-04-08 14:57:30,HouseAir_5Min_KMAnamoly
24.586306,2020-04-08 14:57:30,HouseAir_5Min_KMAnamoly
5.872273,2020-04-08 14:57:30,HouseAir_5Min_KMAnamoly
21.445152,2020-04-08 14:57:31,HouseAir_5Min_KMAnamoly
17.222164,2020-04-08 14:57:31,HouseAir_5Min_KMAnamoly
17.573093,2020-04-08 14:57:31,HouseAir_5Min_KMAnamoly
1.9574244,2020-04-08 14:57:31,HouseAir_5Min_KMAnamoly
20.593142,2020-04-08 14:57:32,HouseAir_5Min_KMAnamoly
17.461248,2020-04-08 14:57:32,HouseAir_5Min_KMAnamoly
19.990211,2020-04-08 14:57:33,HouseAir_5Min_KMAnamoly
80.90554,2020-04-08 14:57:44,HouseAir_5Min_KMAnamoly
92.3258,2020-04-08 14:57:47,HouseAir_5Min_KMAnamoly
49.365635,2020-04-08 14:58:17,HouseAir_5Min_KMAnamoly
18.636387,2020-04-08 14:58:17,HouseAir_5Min_KMAnamoly
20.813063,2020-04-08 14:58:17,HouseAir_5Min_KMAnamoly
25.590996,2020-04-08 14:58:17,HouseAir_5Min_KMAnamoly
19.884226,2020-04-08 14:58:20,HouseAir_5Min_KMAnamoly
14.683144,2020-04-08 14:58:20,HouseAir_5Min_KMAnamoly
23.784233,2020-04-08 14:58:21,HouseAir_5Min_KMAnamoly
23.746023,2020-04-08 14:58:23,HouseAir_5Min_KMAnamoly
16.93702,2020-04-08 14:58:23,HouseAir_5Min_KMAnamoly
17.362394,2020-04-08 14:58:24,HouseAir_5Min_KMAnamoly
17.361702,2020-04-08 14:58:30,HouseAir_5Min_KMAnamoly
14.51142,2020-04-08 14:58:31,HouseAir_5Min_KMAnamoly
19.036179,2020-04-08 14:58:31,HouseAir_5Min_KMAnamoly
14.123377,2020-04-08 14:58:32,HouseAir_5Min_KMAnamoly
9.120427,2020-04-08 14:58:33,HouseAir_5Min_KMAnamoly
24.670084,2020-04-08 14:58:33,HouseAir_5Min_KMAnamoly
23.668447,2020-04-08 14:58:34,HouseAir_5Min_KMAnamoly
19.813177,2020-04-08 14:58:35,HouseAir_5Min_KMAnamoly
15.621978,2020-04-08 14:58:35,HouseAir_5Min_KMAnamoly
7.9647636,2020-04-08 14:58:36,HouseAir_5Min_KMAnamoly
21.418083,2020-04-08 14:58:49,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:57:07,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:58:07,HouseAir_5Min_KMAnamoly
52.30304,2020-04-08 14:46:01,HouseAir_5Min_KMAnamoly
68.46398,2020-04-08 14:46:12,HouseAir_5Min_KMAnamoly
101.35322,2020-04-08 14:46:12,HouseAir_5Min_KMAnamoly
174.39291,2020-04-08 14:46:16,HouseAir_5Min_KMAnamoly
134.352,2020-04-08 14:46:17,HouseAir_5Min_KMAnamoly
60.313633,2020-04-08 14:46:17,HouseAir_5Min_KMAnamoly
31.634214,2020-04-08 14:46:17,HouseAir_5Min_KMAnamoly
37.330452,2020-04-08 14:46:18,HouseAir_5Min_KMAnamoly
32.43988,2020-04-08 14:46:18,HouseAir_5Min_KMAnamoly
11.000761,2020-04-08 14:46:18,HouseAir_5Min_KMAnamoly
30.18079,2020-04-08 14:46:18,HouseAir_5Min_KMAnamoly
16.663786,2020-04-08 14:46:19,HouseAir_5Min_KMAnamoly
18.705097,2020-04-08 14:46:19,HouseAir_5Min_KMAnamoly
20.656515,2020-04-08 14:46:19,HouseAir_5Min_KMAnamoly
25.489605,2020-04-08 14:46:19,HouseAir_5Min_KMAnamoly
29.789732,2020-04-08 14:46:20,HouseAir_5Min_KMAnamoly
22.198114,2020-04-08 14:46:20,HouseAir_5Min_KMAnamoly
21.929003,2020-04-08 14:46:20,HouseAir_5Min_KMAnamoly
13.620708,2020-04-08 14:46:20,HouseAir_5Min_KMAnamoly
19.884375,2020-04-08 14:46:21,HouseAir_5Min_KMAnamoly
22.318558,2020-04-08 14:46:22,HouseAir_5Min_KMAnamoly
43.223564,2020-04-08 14:46:22,HouseAir_5Min_KMAnamoly
37.985874,2020-04-08 14:46:22,HouseAir_5Min_KMAnamoly
26.148743,2020-04-08 14:46:27,HouseAir_5Min_KMAnamoly
32.981922,2020-04-08 14:46:27,HouseAir_5Min_KMAnamoly
39.45252,2020-04-08 14:46:31,HouseAir_5Min_KMAnamoly
31.383541,2020-04-08 14:46:31,HouseAir_5Min_KMAnamoly
58.06554,2020-04-08 14:46:42,HouseAir_5Min_KMAnamoly
51.010677,2020-04-08 14:46:43,HouseAir_5Min_KMAnamoly
32.969788,2020-04-08 14:46:43,HouseAir_5Min_KMAnamoly
42.533817,2020-04-08 14:46:43,HouseAir_5Min_KMAnamoly
58.063427,2020-04-08 14:46:43,HouseAir_5Min_KMAnamoly
60.54402,2020-04-08 14:46:43,HouseAir_5Min_KMAnamoly
64.71952,2020-04-08 14:46:44,HouseAir_5Min_KMAnamoly
45.70643,2020-04-08 14:46:44,HouseAir_5Min_KMAnamoly
29.016,2020-04-08 14:46:44,HouseAir_5Min_KMAnamoly
26.059896,2020-04-08 14:46:45,HouseAir_5Min_KMAnamoly
36.69561,2020-04-08 14:46:45,HouseAir_5Min_KMAnamoly
24.538036,2020-04-08 14:46:45,HouseAir_5Min_KMAnamoly
46.591434,2020-04-08 14:46:45,HouseAir_5Min_KMAnamoly
37.5242,2020-04-08 14:46:45,HouseAir_5Min_KMAnamoly
49.841343,2020-04-08 14:46:46,HouseAir_5Min_KMAnamoly
40.364697,2020-04-08 14:46:46,HouseAir_5Min_KMAnamoly
21.456347,2020-04-08 14:46:46,HouseAir_5Min_KMAnamoly
34.04373,2020-04-08 14:46:46,HouseAir_5Min_KMAnamoly
19.039005,2020-04-08 14:46:47,HouseAir_5Min_KMAnamoly
10.341345,2020-04-08 14:46:47,HouseAir_5Min_KMAnamoly
29.258398,2020-04-08 14:46:47,HouseAir_5Min_KMAnamoly
39.02093,2020-04-08 14:46:48,HouseAir_5Min_KMAnamoly
46.764263,2020-04-08 14:46:48,HouseAir_5Min_KMAnamoly
38.375324,2020-04-08 14:46:49,HouseAir_5Min_KMAnamoly
47.181103,2020-04-08 14:46:49,HouseAir_5Min_KMAnamoly
0,2020-04-08 14:46:05,HouseAir_5Min_KMAnamoly
519.195,2020-04-08 14:47:04,HouseAir_5Min_KMAnamoly
72.935684,2020-04-08 14:47:08,HouseAir_5Min_KMAnamoly
33.55227,2020-04-08 14:47:09,HouseAir_5Min_KMAnamoly
43.381733,2020-04-08 14:47:09,HouseAir_5Min_KMAnamoly
32.82053,2020-04-08 14:47:10,HouseAir_5Min_KMAnamoly
21.83717,2020-04-08 14:47:10,HouseAir_5Min_KMAnamoly
25.56214,2020-04-08 14:47:10,HouseAir_5Min_KMAnamoly
23.276102,2020-04-08 14:47:11,HouseAir_5Min_KMAnamoly
36.333984,2020-04-08 14:47:11,HouseAir_5Min_KMAnamoly
22.072655,2020-04-08 14:47:12,HouseAir_5Min_KMAnamoly
32.47336,2020-04-08 14:47:12,HouseAir_5Min_KMAnamoly
48.648273,2020-04-08 14:47:12,HouseAir_5Min_KMAnamoly
18.388557,2020-04-08 14:47:13,HouseAir_5Min_KMAnamoly
20.473839,2020-04-08 14:47:13,HouseAir_5Min_KMAnamoly
19.610603,2020-04-08 14:47:13,HouseAir_5Min_KMAnamoly
34.333206,2020-04-08 14:47:13,HouseAir_5Min_KMAnamoly
16.396208,2020-04-08 14:47:14,HouseAir_5Min_KMAnamoly
19.902182,2020-04-08 14:47:14,HouseAir_5Min_KMAnamoly
16.353172,2020-04-08 14:47:15,HouseAir_5Min_KMAnamoly
23.700489,2020-04-08 14:47:15,HouseAir_5Min_KMAnamoly
27.619787,2020-04-08 14:47:15,HouseAir_5Min_KMAnamoly
42.538513,2020-04-08 14:47:16,HouseAir_5Min_KMAnamoly
54.382317,2020-04-08 14:47:16,HouseAir_5Min_KMAnamoly
34.10798,2020-04-08 14:47:16,HouseAir_5Min_KMAnamoly
45.47041,2020-04-08 14:47:18,HouseAir_5Min_KMAnamoly
67.218346,2020-04-08 14:47:22,HouseAir_5Min_KMAnamoly
32.07465,2020-04-08 14:47:22,HouseAir_5Min_KMAnamoly
40.465275,2020-04-08 14:47:23,HouseAir_5Min_KMAnamoly
31.261951,2020-04-08 14:47:23,HouseAir_5Min_KMAnamoly
58.37287,2020-04-08 14:47:24,HouseAir_5Min_KMAnamoly
62.670948,2020-04-08 14:47:24,HouseAir_5Min_KMAnamoly
54.500412,2020-04-08 14:47:24,HouseAir_5Min_KMAnamoly
81.74388,2020-04-08 14:47:24,HouseAir_5Min_KMAnamoly
72.58979,2020-04-08 14:47:25,HouseAir_5Min_KMAnamoly
63.80858,2020-04-08 14:47:25,HouseAir_5Min_KMAnamoly
61.2426,2020-04-08 14:47:25,HouseAir_5Min_KMAnamoly
42.693954,2020-04-08 14:47:25,HouseAir_5Min_KMAnamoly
43.925465,2020-04-08 14:47:25,HouseAir_5Min_KMAnamoly
50.445564,2020-04-08 14:47:25,HouseAir_5Min_KMAnamoly
46.059834,2020-04-08 14:47:26,HouseAir_5Min_KMAnamoly
45.38084,2020-04-08 14:47:26,HouseAir_5Min_KMAnamoly
49.232304,2020-04-08 14:47:26,HouseAir_5Min_KMAnamoly
59.87726,2020-04-08 14:47:27,HouseAir_5Min_KMAnamoly
44.565224,2020-04-08 14:47:27,HouseAir_5Min_KMAnamoly
45.4152,2020-04-08 14:47:27,HouseAir_5Min_KMAnamoly
24.927452,2020-04-08 14:47:28,HouseAir_5Min_KMAnamoly
38.074196,2020-04-08 14:47:28,HouseAir_5Min_KMAnamoly
39.24922,2020-04-08 14:47:28,HouseAir_5Min_KMAnamoly
48.580544,2020-04-08 14:47:50,HouseAir_5Min_KMAnamoly
54.76879,2020-04-08 14:47:50,HouseAir_5Min_KMAnamoly
50.087204,2020-04-08 14:47:51,HouseAir_5Min_KMAnamoly
34.657646,2020-04-08 14:47:51,HouseAir_5Min_KMAnamoly
25.510502,2020-04-08 14:47:51,HouseAir_5Min_KMAnamoly
33.864544,2020-04-08 14:47:52,HouseAir_5Min_KMAnamoly
51.205555,2020-04-08 14:47:55,HouseAir_5Min_KMAnamoly
47.371117,2020-04-08 14:47:56,HouseAir_5Min_KMAnamoly
38.401943,2020-04-08 14:47:57,HouseAir_5Min_KMAnamoly
41.340694,2020-04-08 14:47:59,HouseAir_5Min_KMAnamoly
18.718096,2020-04-08 14:48:01,HouseAir_5Min_KMAnamoly
15.776114,2020-04-08 14:48:02,HouseAir_5Min_KMAnamoly
28.118773,2020-04-08 14:48:05,HouseAir_5Min_KMAnamoly
23.599525,2020-04-08 14:48:07,HouseAir_5Min_KMAnamoly
53.915955,2020-04-08 14:48:07,HouseAir_5Min_KMAnamoly
45.61191,2020-04-08 14:48:08,HouseAir_5Min_KMAnamoly
53.755573,2020-04-08 14:48:08,HouseAir_5Min_KMAnamoly
40.841,2020-04-08 14:48:10,HouseAir_5Min_KMAnamoly
18.89444,2020-04-08 14:48:11,HouseAir_5Min_KMAnamoly
43.401863,2020-04-08 14:48:11,HouseAir_5Min_KMAnamoly
101.134,2020-04-08 14:48:12,HouseAir_5Min_KMAnamoly
39.924965,2020-04-08 14:48:14,HouseAir_5Min_KMAnamoly
38.907143,2020-04-08 14:48:15,HouseAir_5Min_KMAnamoly
46.64194,2020-04-08 14:48:15,HouseAir_5Min_KMAnamoly
22.176264,2020-04-08 14:48:16,HouseAir_5Min_KMAnamoly
65.86621,2020-04-08 14:48:16,HouseAir_5Min_KMAnamoly
46.205017,2020-04-08 14:48:16,HouseAir_5Min_KMAnamoly
61.78621,2020-04-08 14:48:16,HouseAir_5Min_KMAnamoly
36.952,2020-04-08 14:48:17,HouseAir_5Min_KMAnamoly
47.339493,2020-04-08 14:48:17,HouseAir_5Min_KMAnamoly
41.549835,2020-04-08 14:48:17,HouseAir_5Min_KMAnamoly
128.37143,2020-04-08 14:48:18,HouseAir_5Min_KMAnamoly
107.92711,2020-04-08 14:48:18,HouseAir_5Min_KMAnamoly
72.380005,2020-04-08 14:48:19,HouseAir_5Min_KMAnamoly
39.894424,2020-04-08 14:48:19,HouseAir_5Min_KMAnamoly
31.15602,2020-04-08 14:48:19,HouseAir_5Min_KMAnamoly
35.07326,2020-04-08 14:48:20,HouseAir_5Min_KMAnamoly
31.882555,2020-04-08 14:48:20,HouseAir_5Min_KMAnamoly
34.824245,2020-04-08 14:48:20,HouseAir_5Min_KMAnamoly
